name,description,section
BRUSHED RIBBED PENCIL SKIRT,brushed ribbed fabric skirt high elastic waist,WOMAN
SLIT PENCIL SKIRT ZW COLLECTION,zara woman collection midi skirt with a high waist made of a wool blend front pockets back slit hem side hidden inseam zip closure,WOMAN
POLYAMIDE PENCIL SKIRT,pencil skirt with a high elastic waistband,WOMAN
PLEATED MIDI SKIRT ZW COLLECTION,zara woman collection midi skirt made with viscose high elastic waist pleated fabric,WOMAN
PLEATED SKORT WITH METALLIC THREAD,skort with a high waist and belt loops pleating and metallic thread details side hidden inseam zip closure,WOMAN
TEXTURED MIDI SKIRT,midi skirt with covered high elastic waist back slit at hem,WOMAN
SEMI-SHEER SKIRT WITH PANTIES,semisheer fabric skirt with interior panties side hook closure,WOMAN
HIGH WAIST MINI SKIRT ZW COLLECTION,zara woman collection mini skirt with a high waist made of viscose side hidden inseam zip closure,WOMAN
SEQUIN ALPACA BLEND KNIT SKIRT,midi skirt with alpaca high elastic waist sequin appliqus,WOMAN
SHIMMERY BOUCLÉ JACQUARD SKIRT,highwaisted midi skirt with elastic waistband slit hem,WOMAN
KNIT MINI SKIRT,skirt with high elastic waistband aline silhouette,WOMAN
WRAP FRONT STRIPED MINI SKIRT,mini skirt with a mid waist false front welt pocket front double breasted button closure,WOMAN
PINSTRIPE SKORT,high rise skort with front wrap side hidden inseam zip closure,WOMAN
DOUBLE WAIST BOX PLEAT SKORT,skort with a high elastic double waistband in matching fabric front pleat detail side hidden inseam zip closure,WOMAN
KNIT PEARL SKIRT,mini skirt with a high elastic waistband tonal pearl appliqus,WOMAN
HOUNDSTOOTH BOX PLEAT SKORT,pants with a mid waist and wide elastic waistband side hidden inseam zip closure,WOMAN
PLEATED SHORT SKIRT,mini skirt with a high elastic waist pleated fabric,WOMAN
FRINGED BOTTOMS,fringed bottoms with a high waist side hidden inseam zip closure,WOMAN
SKINNY LEATHER PANTS LIMITED EDITION,skirt with a high waist made of leather front pockets and back welt pockets skinny fit contrasting side stripe detail front zip and metal hook closure,WOMAN
CONTRASTING BOXER WAIST MIDI SKIRT,midi skirt with a mid waist interior boxerstyle fabric and elastic waistband back welt pockets side slit at hem interior button and zipper closure,WOMAN
ANIMAL PRINT SPLIT SKIRT,high waist skort ruffled trim side hidden inseam zip closure,WOMAN
NYLON SKORT,highwaisted skort side pockets side patch pockets and back false welt pockets tonal matching fabric front metal zip closure,WOMAN
GOLDEN BUTTON KNIT CARDIGAN,round neck long sleeve cardigan front patch pockets contrast trim front closure with embossed gold buttons,WOMAN
CHUNKY KNIT CARDIGAN,chunky knit cardigan with openings round neck and long sleeves front pockets front gold button closure,WOMAN
PEARL KNIT CARDIGAN,round neck long sleeve cardigan metallic thread detail and pearl appliqus front hidden hook closure,WOMAN
BOWS KNIT CARDIGAN,cardigan made of wool and alpaca blend round neck and long sleeves front closure with ties,WOMAN
KNIT CARDIGAN WITH SHORT SLEEVES,round neck top with short sleeves front button closure rib trim,WOMAN
KNIT CARDIGAN WITH GOLDEN BUTTONS,round neck long sleeve cardigan front patch pockets front closure with embossed gold buttons,WOMAN
WRINKLE LOOK FINE KNIT CARDIGAN,fine knit cardigan with vneck and long sleeves wrinkled look fabric front wrap with tie,WOMAN
WOOL BLEND KNIT CARDIGAN,cardigan made with wool round neck and long sleeves front button closure rib trim,WOMAN
CASHMERE AND WOOL BLEND FLOWY CARDIGAN,cardigan made of cashmere and wool blend fabric vneckline and long sleeves front button closure rib trim,WOMAN
CABLE-KNIT CARDIGAN,cardigan with wide lapel collar long sleeves and buttoned cuffs front gold button closure,WOMAN
TAILORED KNIT CARDIGAN,round neck long sleeve cardigan fitted waist front gold button closure,WOMAN
BASIC 100% WOOL CARDIGAN,wool cardigan round neck and long sleeves front button closure rib trim,WOMAN
100% WOOL CABLE-KNIT CARDIGAN,wool cardigan round neck and long sleeves contrast trim front patch pockets,WOMAN
BEJEWELED KNIT CARDIGAN,round collar cropped cardigan with short sleeves jewel appliqus tonal rib trim front button closure,WOMAN
BOUCLÉ KNIT CARDIGAN,high collar cardigan with long sleeves front zip closure rib trim,WOMAN
HEART BEADED KNIT CARDIGAN,vneck cardigan with short sleeves bead appliqus rib trim front tonal button closure,WOMAN
100% WOOL POCKET CARDIGAN,cardigan made of wool vneckline and long sleeves front patch pockets rib trim front button closure,WOMAN
BASIC KNIT CARDIGAN,round neck long sleeve cardigan front button closure,WOMAN
CROPPED KNIT CARDIGAN,round neck long sleeve cardigan front patch pockets front button closure,WOMAN
METALLIC THREAD DROP STITCH KNIT CARDIGAN,knit cardigan with vents and round neck with long sleeves metallic thread detail front closure with tonal lined buttons,WOMAN
LONG 100% WOOL CARDIGAN,cardigan made of wool vneckline and long sleeves front pockets front button closure,WOMAN
BUTTONED KNIT CARDIGAN,round neck long sleeve cardigan front metal button closure,WOMAN
BASIC KNIT CARDIGAN,cardigan with vneckline and long sleeves front button closure,WOMAN
STRUCTURED KNIT CARDIGAN,chunky knit cardigan with vneckline and long sleeves front button closure,WOMAN
EXTRA FINE KNIT CARDIGAN,semisheer extra fine knit cardigan with round neck and long sleeves front button closure,WOMAN
CONTRAST TRIM KNIT CARDIGAN,vneck cardigan with belowtheelbow length sleeves front button closure,WOMAN
TIED WOOL CARDIGAN,cardigan made in wool wrap vneckline and long sleeves selftie closure,WOMAN
BEJEWELED KNIT CARDIGAN,round neck top with short sleeves jewel appliqus rib trim front button closure,WOMAN
RIBBED KNIT ZIP CARDIGAN,long sleeve cardigan with wide neck foldover collar front metal zip closure,WOMAN
FINE RIBBED KNIT CARDIGAN,cardigan with vneckline and long sleeves front button closure,WOMAN
MESH KNIT CARDIGAN,long sleeve cardigan front tie wrap closure,WOMAN
BEJEWELED KNIT CARDIGAN,round neck long sleeve cardigan ripped trim and jewel appliqus front button closure,WOMAN
KNIT CARDIGAN WITH SHORT SLEEVES,round neck top with short sleeves front button closure,WOMAN
BUTTONED 100% WOOL CARDIGAN,cardigan made of wool round neck and long sleeves front flap detail single button front closure,WOMAN
CROP 100% WOOL CARDIGAN,cropped cardigan made of wool round neck and long sleeves front button closure,WOMAN
WOOL AND CASHMERE BLEND RIB CARDIGAN,cardigan made with wool and cashmere vneckline and long sleeves front button closure,WOMAN
100% WOOL KNIT CARDIGAN,cardigan made of wool vneckline and long sleeves front button closure,WOMAN
FLOWER BUTTON FAUX FUR KNIT CARDIGAN,round neck long sleeve cardigan faux fur fabric front closure with flower shaped buttons,WOMAN
STRIPED KNIT CARDIGAN,round neck long sleeve cardigan front pockets front button closure,WOMAN
KNIT WRAP TOP,vneck cardigan with long sleeves front tie wrap closure,WOMAN
KNIT WRAP TOP,vneck cardigan with long sleeves front double breasted buttoned closure,WOMAN
ASYMMETRIC HOODED KNIT SWEATER,cropped hooded sweater with vneckline and long sleeves asymmetric hem,WOMAN
SATIN EFFECT PRINTED PAJAMA SHIRT STYLE TOP,pajama style long sleeve shirt with vneck lapel collar front welt pockets front hidden button closure,WOMAN
POINTELLE KNIT CARDIGAN,round neck long sleeve cardigan with ruffled lace cuffs front closure with tonal lined buttons,WOMAN
COMBINATION KNIT SWEATER,round neck long sleeve sweater,WOMAN
SOFT KNIT SWEATER,round neck long sleeve sweater rib trim,WOMAN
RIBBED KNIT POLO SWEATER,fine knit sweater with polo collar and long sleeves front buttons,WOMAN
STRIPED KNIT SWEATER,round neck short sleeve sweater gold button detail at shoulders round neck short sleeve sweater button detail at shoulder,WOMAN
BASIC KNIT SWEATER,round neck long sleeve sweater,WOMAN
MIXED SWEATER SHIRT,knit sweater with lapel collar and long sleeves combination poplin fabric,WOMAN
FINE KNIT SWEATER,round neck long sleeve sweater,WOMAN
FINE KNIT SWEATER,vneck sweater with long sleeves,WOMAN
CROCHET CHENILLE SWEATER SWEATSHIRT,crocheted sweater sweatshirt round neck and long sleeves soft feel fabric,WOMAN
Sweater with wide collar with metal bead appliqués. Long batwing sleeves.,sweater with wide collar with metal bead appliqus long batwing sleeves,WOMAN
BASIC KNIT SWEATER,sweater with round neck and long sleeves and false golden buttons rib trim,WOMAN
STRIPED MEDIUM KNIT SWEATER,round neck long sleeve sweater side vents at hem rib trim,WOMAN
FRONT SEAM SOFT SWEATER,long sleeve high collar sweater pronounced front seam detail,WOMAN
JEWEL COLLAR KNIT SWEATER,round neck sweater with jewel appliqu and short sleeves front pockets rib trim,WOMAN
PEARL TEXTURED KNIT SWEATER,round neck sweater with long cuffed sleeves faux pearl appliqu rib trim,WOMAN
CABLE KNIT SWEATER,fitted sweater with vneck long sleeves and golden button cuffs,WOMAN
SOFT SWEATER,sweater made of soft touch fabric matching rib round neck and long sleeves unfinished trim,WOMAN
RIBBED KNIT SWEATER,vneck sweater with slits on the bottoms of the long sleeves,WOMAN
Long sleeve sweater with fluid high collar.,long sleeve sweater with fluid high collar,WOMAN
HEART BEADED KNIT SWEATER,round neck long sleeve sweater bead appliqus,WOMAN
RUSTIC KNIT SWEATER,round neck long sleeve sweater rib trim,WOMAN
ALPACA BLEND OPEN KNIT SWEATER,sweater made with alpaca round neck and long sleeves,WOMAN
OFF THE SHOULDER SOFT SWEATER,sweater made of soft touch fabric foldover straight neckline and long sleeves ruching detail at sides,WOMAN
KNIT SWEATER WITH PIPING,high collar long sleeve sweater contrasting piping detail,WOMAN
V-NECK 100% WOOL SWEATER,sweater made of wool vneck and long sleeves,WOMAN
FUZZY KNIT SWEATER,fuzzy knit sweater,WOMAN
SHORT SLEEVED KNIT SWEATER,round neck short sleeve sweater,WOMAN
EXTRA THIN KNIT SWEATER,semisheer extra fine knit sweater with round neck and long sleeves,WOMAN
COLORBLOCK KNIT SWEATER,sweater made with wool and alpaca round neck and long sleeves,WOMAN
BOUCLÉ KNIT SWEATER,cropped sweater with lapel collar and short sleeves front gold button closure,WOMAN
BASIC KNIT SWEATER,round neck long sleeve sweater,WOMAN
HIGH COLLAR KNIT SWEATER,sweater with high collar and long sleeves rib trim,WOMAN
KNIT SWEATER WITH CONTRASTING TOPSTITCHING,vneck sweater with long sleeves front patch pockets contrast topstitching,WOMAN
SOFT MINIMALIST SWEATER,regular fit round neck regular length short sleeve round neck short sleeve sweater,WOMAN
KNIT SWEATER,sweater with foldover straight neckline with metal appliqu exposed shoulders and long sleeves,WOMAN
CONTRASTING PIPING CROP KNIT SWEATER,cropped sweater with round neck and long sleeves pronounced contrasting seam detail and turned up hem,WOMAN
BUTTONED HIGH COLLAR KNIT SWEATER,long sleeve sweater with buttoned high collar side vents at hem rib trim,WOMAN
KNIT SWEATER WITH BELOW-THE-ELBOW-LENGTH SLEEVES,round neck sweater with belowtheelbow length sleeves,WOMAN
ALPACA BLEND OPEN KNIT SWEATER,sweater made with alpaca round neck and long sleeves,WOMAN
DRAPED KNIT SWEATER,sweater with foldover straight neckline with metal appliqu exposed shoulders and long sleeves,WOMAN
TIED KNIT SWEATER,round neck long sleeve sweater back tie detail,WOMAN
OVERSIZED KNIT SWEATER,relaxed fit sweater with wide armscyes stretching down to the wrist vertical seam detail side vents at hem,WOMAN
High collar cable knit sweater with tonal beads and short sleeves. Back opening with button closure.,high collar cable knit sweater with tonal beads and short sleeves back opening with button closure,WOMAN
KNIT SWEATER WITH VEST,round neck long sleeve sweater matching knit vest,WOMAN
CROPPED KNIT SWEATER,cropped sweater with round neck and long sleeves tonal rib trim,WOMAN
Cropped V-neck sweater with long sleeves.,cropped vneck sweater with long sleeves,WOMAN
SIDE BUTTON KNIT SWEATER,round neck long sleeve sweater side gold button detail,WOMAN
KNIT MOCK NECK SWEATER,sweater with high collar and short sleeves rib trim,WOMAN
TEXTURED KNIT SWEATER,sweater made with wool funnel neck and long sleeves with slit cuffs,WOMAN
POCKET KNIT SWEATER VEST,sweater made with wool round neck and long sleeves front patch pockets tonal rib trim,WOMAN
KNIT SWEATER WITH BUTTONS,basic high collar sweater with long sleeves side button details at shoulder,WOMAN
EXTRASOFT 100% WOOL KNIT SWEATER,sweater made of wool round neck and long sleeves,WOMAN
ASYMMETRICAL OPEN KNIT SWEATER,round neck long sleeve sweater front buttons and asymmetric hem,WOMAN
STRUCTURED CROP KNIT SWEATER,sleeveless high collar cropped sweater back zip closure,WOMAN
STRIPED KNIT SWEATER,round neck long sleeve sweater side vents at hem rib trim,WOMAN
SOFT KNIT SWEATER,vneck sweater with long sleeves rib trim,WOMAN
ASYMMETRIC KNIT SWEATER,round neck long sleeve sweater asymmetric hem,WOMAN
OVERSIZED KNIT POLO SWEATER,long sleeve full cut polo sweater front button closure,WOMAN
CABLE KNIT SWEATER,high collar sweater with zipper and long sleeves,WOMAN
SOFT KNIT SWEATER,sweater with high collar and long sleeves,WOMAN
SIDE VENT KNIT SWEATER,round neck long sleeve sweater side vents at hem,WOMAN
HIGH COLLAR KNIT SWEATER,sweater with high collar and long sleeves ribbed trim,WOMAN
FINE KNIT SWEATER,round neck long sleeve sweater,WOMAN
V-NECK KNIT SWEATER,vneck sweater with long sleeves,WOMAN
BUTTONED STRIPED KNIT SWEATER,round neck long sleeve sweater embossed metal buttons at shoulders tonal rib trim,WOMAN
KNIT ZIP SWEATER,high collar sweater with metal zipper and long sleeves rib trim,WOMAN
